scenario,metric,direction_better,n_paired_replications,fixed_mean,smart_mean,beneficial_difference,beneficial_difference_ci95_low,beneficial_difference_ci95_high,beneficial_change_pct_vs_fixed,paired_sign_flip_p,paired_difference_shapiro_p,unit
combined_demand_operational_stress,collection_trips,lower,2,31.5,88.0,-56.5,-75.55930710426205,-37.44069289573796,-179.36507936507937,0.50445,,count
combined_demand_operational_stress,collection_stops,lower,2,376.5,482.5,-106.0,-258.4744568340963,46.474456834096316,-28.154050464807437,0.50045,,count
combined_demand_operational_stress,wasted_pickups,lower,2,62.5,56.0,6.5,-393.7454491895028,406.7454491895028,10.4,1.0,,count
combined_demand_operational_stress,base_driving_fuel_l,lower,2,330.634575,870.497325,-539.86275,-688.9484620309569,-390.77703796904314,-163.280791187673,0.4975,,litres
combined_demand_operational_stress,traffic_fuel_penalty_l,lower,2,184.40978737500006,381.58871231250043,-197.17892493750037,-246.85776889462926,-147.50008098037148,-106.92432746887457,0.5013,,litres
combined_demand_operational_stress,payload_fuel_penalty_l,lower,2,32.70022152204037,32.89451683695513,-0.19429531491475593,-17.084313941792146,16.695723311962638,-0.5941712498302141,1.0,,litres
combined_demand_operational_stress,driving_fuel_l,lower,2,547.7445838970405,1284.9805541494557,-737.2359702524151,-952.8905448673775,-521.5813956374527,-134.59484437202457,0.4962,,litres
combined_demand_operational_stress,collection_idle_fuel_l,lower,2,151.8000000000011,193.00000000000165,-41.200000000000585,-102.18978273363999,19.78978273363881,-27.14097496706211,0.5038,,litres
combined_demand_operational_stress,depot_idle_fuel_l,lower,2,31.5,88.0,-56.5,-75.55930710426205,-37.44069289573796,-179.36507936507937,0.4982,,litres
combined_demand_operational_stress,fuel_l,lower,2,731.0445838970415,1565.9805541494572,-834.9359702524157,-1130.6396347052794,-539.232305799552,-114.21136120064682,0.50065,,litres
combined_demand_operational_stress,co2_kg,lower,2,1959.1994848440715,4196.827885120545,-2237.628400276474,-3030.114221010146,-1445.1425795428022,-114.2113612006468,0.50295,,kg
combined_demand_operational_stress,collected_kg,higher,2,143441.47517657513,169581.3652106885,26139.89003411337,18737.90274301873,33541.87732520801,18.223383440483587,0.495,,kg
combined_demand_operational_stress,mean_fill_at_collection_pct,higher,2,76.69947425561836,70.79086527133589,-5.908608984282473,-41.5391788882566,29.721960919691654,-7.703584726787953,0.49635,,%
combined_demand_operational_stress,truck_utilization_pct,higher,2,77.9105030902189,32.94818894746446,-44.96231414275444,-60.911844245351666,-29.012784040157207,-57.71020896975717,0.49855,,%
combined_demand_operational_stress,unserved_required_bins,lower,2,19.5,9.0,10.5,4.146897631912653,16.85310236808735,53.84615384615385,0.4985,,count
combined_demand_operational_stress,inspection_events,lower,2,177.5,2115.5,-1938.0,-2878.2591504769275,-997.7408495230726,-1091.8309859154929,0.49955,,count
combined_demand_operational_stress,routing_fallbacks,lower,2,0.0,0.0,0.0,0.0,0.0,,1.0,,count
combined_demand_operational_stress,overflow_incidents_post_warmup,lower,2,136.0,52.5,83.5,0.9096692148644934,166.0903307851355,61.39705882352941,0.4991,,count
combined_demand_operational_stress,overflow_bin_hours_post_warmup,lower,2,3442.5,833.5,2609.0,-681.9070266692456,5899.907026669245,75.78794480755265,0.5002,,bin-hours
combined_demand_operational_stress,overflow_spilled_kg_post_warmup,lower,2,24591.35995752734,5379.2582841845715,19212.101673342768,-5410.691224293234,43834.894570978766,78.12541358641697,0.5017,,kg
combined_demand_operational_stress,distance_km_post_warmup,lower,2,734.7434999999994,1863.6464999999992,-1128.9029999999998,-1219.7396576588897,-1038.06634234111,-153.64586416892436,0.4987,,km
combined_demand_operational_stress,travel_time_hours_post_warmup,lower,2,33.92789062500003,70.82273156249997,-36.894840937499936,-38.595657767283214,-35.19402410771666,-108.74487113063752,0.49935,,hours
combined_demand_operational_stress,service_time_hours_post_warmup,lower,2,50.599999999999866,62.26666666666649,-11.666666666666625,-26.067032034331227,2.7336987009979765,-23.056653491436077,0.50565,,hours
combined_demand_operational_stress,depot_unloading_time_hours_post_warmup,lower,2,10.5,28.3333333333333,-17.8333333333333,-19.95103412269572,-15.715632543970882,-169.84126984126954,0.4988,,hours
